,Unnamed: 0,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
23337,393524,Theft from Vehicle,2018,3,1,0,0,27XX FRANKLIN ST,Hastings-Sunrise,496533.563092,5458817.79596
23338,393557,Theft from Vehicle,2018,8,14,10,41,27XX GRANVILLE ST,Fairview,489915.182344,5456481.632730002
23339,393574,Theft from Vehicle,2018,7,14,23,30,27XX GRAVELEY ST,Hastings-Sunrise,496409.761296,5457515.11757
23340,393585,Theft from Vehicle,2018,7,9,21,0,27XX GRAVELEY ST,Hastings-Sunrise,496455.250313,5457514.98332
23341,393586,Theft from Vehicle,2018,11,5,21,0,27XX GRAVELEY ST,Hastings-Sunrise,496479.744402,5457514.91103
23342,393591,Theft from Vehicle,2018,7,29,19,0,27XX GUELPH ST,Mount Pleasant,493084.50563,5456368.88253
23343,393605,Theft from Vehicle,2018,8,13,1,0,27XX GUELPH ST,Mount Pleasant,493094.246074,5456435.34408
23344,393606,Theft from Vehicle,2018,12,26,22,0,27XX GUELPH ST,Mount Pleasant,493094.246074,5456435.34408
23345,393635,Theft from Vehicle,2018,11,29,0,0,27XX HORLEY ST,Renfrew-Collingwood,496559.692016,5454122.8096699985
23346,393636,Theft from Vehicle,2018,11,24,19,30,27XX HORLEY ST,Renfrew-Collingwood,496566.965203,5454118.33174
23347,393653,Theft from Vehicle,2018,3,22,15,0,27XX KINGSWAY AVE,Renfrew-Collingwood,496337.958747,5453938.84746
23348,393658,Theft from Vehicle,2018,3,18,2,0,27XX KINGSWAY AVE,Renfrew-Collingwood,496343.271004,5453946.29011
23349,393671,Theft from Vehicle,2018,5,18,17,0,27XX KINGSWAY AVE,Renfrew-Collingwood,496429.157325,5453884.98796
23350,393675,Theft from Vehicle,2018,3,8,19,0,27XX KINGSWAY AVE,Renfrew-Collingwood,496430.3605890001,5453872.8948
23351,393676,Theft from Vehicle,2018,10,22,18,30,27XX KINGSWAY AVE,Renfrew-Collingwood,496430.3605890001,5453872.8948
23352,393681,Theft from Vehicle,2018,3,8,10,55,27XX KINGSWAY AVE,Renfrew-Collingwood,496486.033645,5453846.68107
23353,393714,Theft from Vehicle,2018,4,11,17,35,27XX LAUREL ST,Fairview,490880.677051,5456533.86465
23354,393719,Theft from Vehicle,2018,10,27,22,0,27XX LYNBROOK DR,Victoria-Fraserview,496223.166661,5451596.41318
23355,393748,Theft from Vehicle,2018,11,14,17,0,27XX MANITOBA ST,Mount Pleasant,492224.27401000005,5456493.59057
23356,393784,Theft from Vehicle,2018,10,24,0,0,27XX NAPIER ST,Hastings-Sunrise,496462.560839,5458029.02334
23357,393791,Theft from Vehicle,2018,6,22,17,20,27XX NATAL ST,Renfrew-Collingwood,497801.22592700005,5456323.43503
23358,393816,Theft from Vehicle,2018,8,7,22,0,27XX ONTARIO ST,Mount Pleasant,492365.979216,5456492.30264
23359,393817,Theft from Vehicle,2018,2,11,2,15,27XX OXFORD ST,Hastings-Sunrise,496419.0137,5459210.59913
23360,393818,Theft from Vehicle,2018,3,22,21,0,27XX OXFORD ST,Hastings-Sunrise,496419.0137,5459210.59913
23361,393828,Theft from Vehicle,2018,11,21,19,0,27XX OXFORD ST,Hastings-Sunrise,496495.710446,5459210.24591
23362,393830,Theft from Vehicle,2018,4,15,15,0,27XX OXFORD ST,Hastings-Sunrise,496524.970365,5459219.25526
23363,393838,Theft from Vehicle,2018,4,28,23,50,27XX PANDORA ST,Hastings-Sunrise,496418.107045,5458910.7164
23364,393847,Theft from Vehicle,2018,11,25,16,0,27XX PANDORA ST,Hastings-Sunrise,496484.77984300005,5458910.41312
23365,393853,Theft from Vehicle,2018,5,8,16,0,27XX PANDORA ST,Hastings-Sunrise,496529.22837299993,5458910.21093
23366,393869,Theft from Vehicle,2018,3,10,12,0,27XX PARKER ST,Hastings-Sunrise,496481.566135,5458111.66792
23367,393875,Theft from Vehicle,2018,1,17,0,30,27XX PARKER ST,Hastings-Sunrise,496573.044603,5458110.28435
23368,393900,Theft from Vehicle,2018,10,28,21,0,27XX POINT GREY RD,Kitsilano,487897.43325,5457720.97068
23369,393904,Theft from Vehicle,2018,12,28,21,0,27XX PRINCE EDWARD ST,Mount Pleasant,492995.797026,5456398.03272
23370,393906,Theft from Vehicle,2018,5,13,21,30,27XX PRINCE EDWARD ST,Mount Pleasant,492997.576915,5456428.73988
23371,393918,Theft from Vehicle,2018,1,12,0,15,27XX QUEBEC ST,Mount Pleasant,492505.610111,5456443.34599
23372,393922,Theft from Vehicle,2018,2,11,10,15,27XX RENFREW ST,Renfrew-Collingwood,496766.174028,5456274.63906
23373,393923,Theft from Vehicle,2018,5,4,14,30,27XX RENFREW ST,Renfrew-Collingwood,496766.174028,5456274.63906
23374,393968,Theft from Vehicle,2018,8,13,14,0,27XX SKEENA ST,Renfrew-Collingwood,497929.908094,5456365.00354
23375,393973,Theft from Vehicle,2018,8,31,19,0,27XX SLOCAN ST,Renfrew-Collingwood,496398.379269,5456344.80253
23376,393988,Theft from Vehicle,2018,12,14,16,30,27XX SOPHIA ST,Mount Pleasant,492854.063344,5456482.4387099985
23377,394013,Theft from Vehicle,2018,3,17,14,55,27XX STANLEY PARK DR,Stanley Park,491023.090107,5460869.0432199985
23378,394014,Theft from Vehicle,2018,10,10,15,45,27XX STANLEY PARK DR,Stanley Park,491023.090107,5460869.0432199985
23379,394061,Theft from Vehicle,2018,10,27,18,0,27XX TRINITY ST,Hastings-Sunrise,496464.452106,5459667.277369998
23380,394067,Theft from Vehicle,2018,1,29,21,30,27XX TRINITY ST,Hastings-Sunrise,496584.861345,5459658.02848
23381,394069,Theft from Vehicle,2018,11,17,20,0,27XX TRINITY ST,Hastings-Sunrise,496592.159362,5459658.02212
23382,394093,Theft from Vehicle,2018,9,2,14,6,27XX VENABLES ST,Hastings-Sunrise,496415.826175,5458205.38121
23383,394137,Theft from Vehicle,2018,6,11,23,0,27XX W 10TH AVE,Kitsilano,487835.17791,5456724.61377
23384,394143,Theft from Vehicle,2018,3,11,9,24,27XX W 10TH AVE,Kitsilano,487897.190057,5456723.62299
23385,394148,Theft from Vehicle,2018,6,3,0,0,27XX W 11TH AVE,Kitsilano,487837.967314,5456621.29261
23386,394151,Theft from Vehicle,2018,2,4,20,0,27XX W 11TH AVE,Kitsilano,487874.898458,5456620.9051
23387,394171,Theft from Vehicle,2018,4,6,16,0,27XX W 13TH AVE,Kitsilano,487842.427673,5456419.25625
23388,394186,Theft from Vehicle,2018,3,13,21,0,27XX W 15TH AVE,Kitsilano,487790.2949930001,5456227.98051
23389,394197,Theft from Vehicle,2018,7,29,14,0,27XX W 15TH AVE,Kitsilano,487846.222685,5456217.349769998
23390,394217,Theft from Vehicle,2018,8,14,23,0,27XX W 16TH AVE,Kitsilano,487802.67076000007,5456125.809230002
23391,394230,Theft from Vehicle,2018,6,20,17,0,27XX W 17TH AVE,Arbutus Ridge,487848.98958900006,5456042.15108
23392,394235,Theft from Vehicle,2018,4,9,14,0,27XX W 17TH AVE,Arbutus Ridge,487983.61706400005,5456039.28818
23393,394246,Theft from Vehicle,2018,5,31,0,0,27XX W 19TH AVE,Arbutus Ridge,487901.454278,5455867.35812
23394,394256,Theft from Vehicle,2018,1,5,21,30,27XX W 1ST AVE,Kitsilano,487848.919197,5457594.66029
23395,394265,Theft from Vehicle,2018,4,25,18,0,27XX W 1ST AVE,Kitsilano,487899.25991400005,5457594.42724
23396,394275,Theft from Vehicle,2018,4,19,8,52,27XX W 21ST AVE,Arbutus Ridge,487939.371914,5455675.43374
23397,394276,Theft from Vehicle,2018,9,10,21,0,27XX W 21ST AVE,Arbutus Ridge,487946.717153,5455666.10107
23398,394277,Theft from Vehicle,2018,11,15,10,0,27XX W 21ST AVE,Arbutus Ridge,487954.29354,5455665.90949
23399,394302,Theft from Vehicle,2018,4,19,10,48,27XX W 24TH AVE,Arbutus Ridge,487810.508492,5455374.62276
23400,394316,Theft from Vehicle,2018,10,28,16,0,27XX W 2ND AVE,Kitsilano,487841.682867,5457494.01903
23401,394328,Theft from Vehicle,2018,2,28,18,0,27XX W 2ND AVE,Kitsilano,487897.915856,5457492.5240400005
23402,394359,Theft from Vehicle,2018,11,1,20,0,27XX W 34TH AVE,Arbutus Ridge,487888.85325,5454302.9968
23403,394379,Theft from Vehicle,2018,12,16,0,0,27XX W 36TH AVE,Arbutus Ridge,487931.182896,5454082.44651
23404,394392,Theft from Vehicle,2018,11,15,23,0,27XX W 38TH AVE,Arbutus Ridge,487839.63065,5453882.24889
23405,394396,Theft from Vehicle,2018,10,27,0,0,27XX W 39TH AVE,Arbutus Ridge,487815.639765,5453777.0279
23406,394402,Theft from Vehicle,2018,3,11,16,0,27XX W 3RD AVE,Kitsilano,487774.772485,5457396.14347
23407,394406,Theft from Vehicle,2018,6,29,22,0,27XX W 3RD AVE,Kitsilano,487895.631744,5457393.27479
23408,394407,Theft from Vehicle,2018,10,26,12,45,27XX W 3RD AVE,Kitsilano,487895.631744,5457393.27479
23409,394423,Theft from Vehicle,2018,11,18,23,30,27XX W 43RD AVE,Kerrisdale,487862.059554,5453362.81944
23410,394456,Theft from Vehicle,2018,9,24,19,0,27XX W 5TH AVE,Kitsilano,487872.320483,5457205.3358
23411,394464,Theft from Vehicle,2018,1,11,21,0,27XX W 5TH AVE,Kitsilano,487891.10032299993,5457195.86316
23412,394465,Theft from Vehicle,2018,5,29,18,0,27XX W 5TH AVE,Kitsilano,487891.10032299993,5457195.86316
23413,394466,Theft from Vehicle,2018,8,29,23,0,27XX W 5TH AVE,Kitsilano,487891.10032299993,5457195.86316
23414,394467,Theft from Vehicle,2018,10,21,12,0,27XX W 5TH AVE,Kitsilano,487891.10032299993,5457195.86316
23415,394470,Theft from Vehicle,2018,1,26,12,0,27XX W 6TH AVE,Kitsilano,487832.21863,5457113.39161
23416,394487,Theft from Vehicle,2018,1,29,0,0,27XX W 7TH AVE,Kitsilano,487859.894344,5457019.57857
23417,394496,Theft from Vehicle,2018,6,12,23,0,27XX W 8TH AVE,Kitsilano,487812.049302,5456929.326230002
23418,394536,Theft from Vehicle,2018,2,11,5,0,27XX W BROADWAY AVE,Kitsilano,487846.390751,5456828.76459
23419,394537,Theft from Vehicle,2018,10,29,17,46,27XX W BROADWAY AVE,Kitsilano,487846.390751,5456828.76459
23420,394585,Theft from Vehicle,2018,4,8,12,0,27XX WATERLOO ST,Kitsilano,486914.472703,5456569.979719998
23421,394602,Theft from Vehicle,2018,8,10,3,16,27XX WATSON ST,Mount Pleasant,492700.046956,5456485.645880002
23422,394629,Theft from Vehicle,2018,12,2,13,0,27XX WILLIAM ST,Hastings-Sunrise,496536.918878,5457927.68929
23423,394633,Theft from Vehicle,2018,3,3,23,0,27XX WILLIAM ST,Hastings-Sunrise,496544.000032,5457927.65726
23424,394634,Theft from Vehicle,2018,8,8,22,30,27XX WILLIAM ST,Hastings-Sunrise,496544.000032,5457927.65726
23425,394635,Theft from Vehicle,2018,9,17,19,30,27XX WILLIAM ST,Hastings-Sunrise,496544.041394,5457936.80119
23426,394674,Theft from Vehicle,2018,4,12,6,0,27XX YALE ST,Hastings-Sunrise,496599.928182,5459770.244530002
23427,394697,Theft from Vehicle,2018,12,19,7,30,28XX ADANAC ST,Hastings-Sunrise,496604.091826,5458295.85096
23428,394710,Theft from Vehicle,2018,9,8,0,1,28XX ADANAC ST,Hastings-Sunrise,496626.385703,5458296.02314
23429,394712,Theft from Vehicle,2018,9,6,19,0,28XX ADANAC ST,Hastings-Sunrise,496630.030732,5458305.19558
23430,394713,Theft from Vehicle,2018,8,28,21,10,28XX ADANAC ST,Hastings-Sunrise,496644.893313,5458305.31036
23431,394746,Theft from Vehicle,2018,7,3,0,0,28XX ALDER ST,Fairview,490428.446011,5456431.27755
23432,394783,Theft from Vehicle,2018,7,20,9,0,28XX BENTALL ST,Renfrew-Collingwood,497676.339207,5456207.55913
23433,394806,Theft from Vehicle,2018,6,18,18,0,28XX BIRCH ST,Fairview,490266.512205,5456425.0898
23434,394811,Theft from Vehicle,2018,6,19,1,55,28XX BIRCH ST,Fairview,490267.143324,5456446.01908
23435,394812,Theft from Vehicle,2018,12,10,17,0,28XX BIRCH ST,Fairview,490267.143324,5456446.01908
23436,394814,Theft from Vehicle,2018,3,11,20,0,28XX CAMBIE ST,Mount Pleasant,491636.2048,5456319.37792
23437,394815,Theft from Vehicle,2018,3,11,21,30,28XX CAMBIE ST,Mount Pleasant,491636.2048,5456319.37792
23438,394816,Theft from Vehicle,2018,4,3,18,0,28XX CAMBIE ST,Mount Pleasant,491636.2048,5456319.37792
23439,394837,Theft from Vehicle,2018,12,30,21,0,28XX CAMBRIDGE ST,Hastings-Sunrise,496720.179035,5459335.264719998
23440,394865,Theft from Vehicle,2018,2,1,20,45,28XX COLUMBIA ST,Mount Pleasant,492032.974816,5456401.1108599985
23441,394879,Theft from Vehicle,2018,4,29,20,0,28XX COMMERCIAL DR,Kensington-Cedar Cottage,494922.2928680001,5456305.2379
23442,394880,Theft from Vehicle,2018,12,28,18,0,28XX COMMERCIAL DR,Kensington-Cedar Cottage,494922.2928680001,5456305.2379
23443,394902,Theft from Vehicle,2018,3,21,17,0,28XX DUNDAS ST,Hastings-Sunrise,496629.414949,5459110.20201
23444,394905,Theft from Vehicle,2018,4,11,19,30,28XX DUNDAS ST,Hastings-Sunrise,496661.549351,5459110.182709998
23445,394926,Theft from Vehicle,2018,2,3,17,0,28XX E 12TH AVE,Renfrew-Collingwood,496582.530343,5456251.5514199985
23446,394927,Theft from Vehicle,2018,5,21,10,0,28XX E 12TH AVE,Renfrew-Collingwood,496582.530343,5456251.5514199985
23447,394949,Theft from Vehicle,2018,12,4,8,30,28XX E 12TH AVE,Renfrew-Collingwood,496745.89844,5456276.80736
23448,394993,Theft from Vehicle,2018,7,24,13,0,28XX E 18TH AVE,Renfrew-Collingwood,496657.342467,5455700.72778
23449,395005,Theft from Vehicle,2018,8,20,10,0,28XX E 19TH AVE,Renfrew-Collingwood,496704.696117,5455598.07705
23450,395017,Theft from Vehicle,2018,1,8,19,30,28XX E 1ST AVE,Hastings-Sunrise,496590.75191000005,5457399.75617
23451,395018,Theft from Vehicle,2018,1,15,18,30,28XX E 1ST AVE,Hastings-Sunrise,496590.75191000005,5457399.75617
23452,395019,Theft from Vehicle,2018,1,31,21,0,28XX E 1ST AVE,Hastings-Sunrise,496590.75191000005,5457399.75617
23453,395020,Theft from Vehicle,2018,2,15,18,30,28XX E 1ST AVE,Hastings-Sunrise,496590.75191000005,5457399.75617
23454,395021,Theft from Vehicle,2018,5,23,21,0,28XX E 1ST AVE,Hastings-Sunrise,496590.75191000005,5457399.75617
23455,395022,Theft from Vehicle,2018,5,27,21,0,28XX E 1ST AVE,Hastings-Sunrise,496590.75191000005,5457399.75617
23456,395023,Theft from Vehicle,2018,6,15,23,7,28XX E 1ST AVE,Hastings-Sunrise,496590.75191000005,5457399.75617
23457,395024,Theft from Vehicle,2018,7,2,18,0,28XX E 1ST AVE,Hastings-Sunrise,496590.75191000005,5457399.75617
23458,395025,Theft from Vehicle,2018,7,19,11,0,28XX E 1ST AVE,Hastings-Sunrise,496590.75191000005,5457399.75617
23459,395026,Theft from Vehicle,2018,8,13,20,45,28XX E 1ST AVE,Hastings-Sunrise,496590.75191000005,5457399.75617
23460,395027,Theft from Vehicle,2018,9,13,19,30,28XX E 1ST AVE,Hastings-Sunrise,496590.75191000005,5457399.75617
23461,395028,Theft from Vehicle,2018,10,11,0,0,28XX E 1ST AVE,Hastings-Sunrise,496590.75191000005,5457399.75617
23462,395029,Theft from Vehicle,2018,11,16,18,0,28XX E 1ST AVE,Hastings-Sunrise,496590.75191000005,5457399.75617
23463,395030,Theft from Vehicle,2018,11,18,9,30,28XX E 1ST AVE,Hastings-Sunrise,496590.75191000005,5457399.75617
23464,395031,Theft from Vehicle,2018,12,21,22,0,28XX E 1ST AVE,Hastings-Sunrise,496590.75191000005,5457399.75617
23465,395069,Theft from Vehicle,2018,11,27,22,0,28XX E 1ST AVE,Hastings-Sunrise,496605.231019,5457429.7290900005
23466,395077,Theft from Vehicle,2018,12,8,9,0,28XX E 20TH AVE,Renfrew-Collingwood,496579.73071400006,5455506.38829
23467,395116,Theft from Vehicle,2018,1,23,20,0,28XX E 22ND AVE,Renfrew-Collingwood,496656.839894,5455309.58177
23468,395130,Theft from Vehicle,2018,7,1,0,0,28XX E 23RD AVE,Renfrew-Collingwood,496575.032179,5455218.81606
23469,395147,Theft from Vehicle,2018,8,29,20,0,28XX E 24TH AVE,Renfrew-Collingwood,496725.114496,5455119.65005
23470,395149,Theft from Vehicle,2018,7,8,20,0,28XX E 24TH AVE,Renfrew-Collingwood,496740.240973,5455110.40236
23471,395163,Theft from Vehicle,2018,2,6,13,0,28XX E 2ND AVE,Hastings-Sunrise,496589.716996,5457298.524
23472,395172,Theft from Vehicle,2018,2,5,15,53,28XX E 2ND AVE,Hastings-Sunrise,496642.956508,5457298.60526
23473,395174,Theft from Vehicle,2018,6,27,19,0,28XX E 2ND AVE,Hastings-Sunrise,496699.998837,5457298.69233
23474,395180,Theft from Vehicle,2018,6,25,23,0,28XX E 3RD AVE,Hastings-Sunrise,496613.82368,5457200.45425
23475,395239,Theft from Vehicle,2018,4,12,21,0,28XX E 49TH AVE,Killarney,496470.190804,5452438.60975
23476,395244,Theft from Vehicle,2018,3,14,15,30,28XX E 49TH AVE,Killarney,496528.78003,5452447.1223599985
23477,395256,Theft from Vehicle,2018,6,22,20,0,28XX E 4TH AVE,Hastings-Sunrise,496682.405543,5457096.92182
23478,395277,Theft from Vehicle,2018,8,10,18,0,28XX E 54TH AVE,Killarney,496598.680501,5451940.62111
23479,395292,Theft from Vehicle,2018,12,23,16,30,28XX E 5TH AVE,Hastings-Sunrise,496680.833007,5456989.4349
23480,395295,Theft from Vehicle,2018,1,10,23,0,28XX E 5TH AVE,Hastings-Sunrise,496740.040209,5456989.35865
23481,395299,Theft from Vehicle,2018,2,4,20,40,28XX E 5TH AVE,Hastings-Sunrise,496755.486391,5456989.33859
23482,395328,Theft from Vehicle,2018,9,22,22,0,28XX E 7TH AVE,Hastings-Sunrise,496682.190968,5456785.50879
23483,395350,Theft from Vehicle,2018,11,19,17,25,28XX E BROADWAY AVE,Hastings-Sunrise,496750.455124,5456582.28251
23484,395364,Theft from Vehicle,2018,5,6,11,30,28XX E GEORGIA ST,Hastings-Sunrise,496622.920977,5458397.07022
23485,395391,Theft from Vehicle,2018,6,5,17,45,28XX E HASTINGS ST,Hastings-Sunrise,496663.468705,5458707.63526
23486,395392,Theft from Vehicle,2018,6,23,1,0,28XX E HASTINGS ST,Hastings-Sunrise,496663.468705,5458707.63526
23487,395413,Theft from Vehicle,2018,9,10,21,50,28XX E HASTINGS ST,Hastings-Sunrise,496773.347061,5458716.78385
23488,395437,Theft from Vehicle,2018,6,27,14,36,28XX E HASTINGS ST,Hastings-Sunrise,496777.009688,5458716.784
23489,395443,Theft from Vehicle,2018,1,20,19,30,28XX E KENT AVE S,Killarney,496434.96447,5450364.99483
23490,395477,Theft from Vehicle,2018,5,26,0,1,28XX E PENDER ST,Hastings-Sunrise,496719.53635,5458611.67467
23491,395493,Theft from Vehicle,2018,3,27,19,0,28XX EUCLID AVE,Renfrew-Collingwood,496477.449933,5454388.22814
23492,395494,Theft from Vehicle,2018,10,2,12,0,28XX EUCLID AVE,Renfrew-Collingwood,496477.449933,5454388.22814
23493,395514,Theft from Vehicle,2018,7,27,15,30,28XX FRANKLIN ST,Hastings-Sunrise,496610.45133,5458808.36687
23494,395543,Theft from Vehicle,2018,2,6,18,0,28XX FRASER ST,Mount Pleasant,493515.257491,5456332.15895
23495,395550,Theft from Vehicle,2018,12,5,22,45,28XX GRANDVIEW HWY,Renfrew-Collingwood,496584.678971,5456154.74151
23496,395551,Theft from Vehicle,2018,12,10,15,45,28XX GRANDVIEW HWY,Renfrew-Collingwood,496584.678971,5456154.74151
23497,395552,Theft from Vehicle,2018,12,14,22,0,28XX GRANDVIEW HWY,Renfrew-Collingwood,496584.678971,5456154.74151
23498,395563,Theft from Vehicle,2018,11,20,14,46,28XX GRANDVIEW HWY,Renfrew-Collingwood,496603.393227,5456163.92701
23499,395583,Theft from Vehicle,2018,1,26,7,0,28XX GRANDVIEW HWY,Renfrew-Collingwood,496667.09056899993,5456164.06812
23500,395593,Theft from Vehicle,2018,6,14,18,30,28XX GRANDVIEW HWY,Renfrew-Collingwood,496736.305607,5456164.22124
23501,395595,Theft from Vehicle,2018,4,12,20,30,28XX GRANDVIEW HWY,Renfrew-Collingwood,496751.091808,5456164.25381
23502,395597,Theft from Vehicle,2018,8,14,3,40,28XX GRANT ST,Hastings-Sunrise,496592.312695,5457618.49679
23503,395598,Theft from Vehicle,2018,5,8,20,30,28XX GRANT ST,Hastings-Sunrise,496596.148796,5457627.64288
23504,395614,Theft from Vehicle,2018,12,7,22,15,28XX GRANT ST,Hastings-Sunrise,496747.855626,5457627.72439
23505,395615,Theft from Vehicle,2018,4,29,17,30,28XX GRANVILLE ST,Fairview,489901.814752,5456370.45401
23506,395618,Theft from Vehicle,2018,10,27,9,30,28XX GRANVILLE ST,Fairview,489902.540452,5456401.9756
23507,395696,Theft from Vehicle,2018,7,24,11,21,28XX HORLEY ST,Renfrew-Collingwood,496614.180585,5454089.3655900005
23508,395735,Theft from Vehicle,2018,3,9,19,0,28XX KITCHENER ST,Hastings-Sunrise,496658.42963500007,5457722.46188
23509,395745,Theft from Vehicle,2018,9,25,23,50,28XX LAUREL ST,Fairview,490959.92011000006,5456428.4869800005
23510,395781,Theft from Vehicle,2018,12,4,12,0,28XX MANITOBA ST,Mount Pleasant,492210.885905,5456339.21992
23511,395795,Theft from Vehicle,2018,12,8,19,30,28XX MCGILL ST,Hastings-Sunrise,496635.7842680001,5459547.87904
23512,395804,Theft from Vehicle,2018,2,19,12,0,28XX NATAL ST,Renfrew-Collingwood,497799.963241,5456251.08911
23513,395830,Theft from Vehicle,2018,6,1,23,25,28XX PARKER ST,Hastings-Sunrise,496593.393898,5458064.95264
23514,395838,Theft from Vehicle,2018,7,2,16,53,28XX PINE ST,Fairview,489565.272188,5456465.536669998
23515,395840,Theft from Vehicle,2018,6,4,19,0,28XX POINT GREY RD,Kitsilano,487600.698273,5457599.46192
23516,395841,Theft from Vehicle,2018,6,4,23,0,28XX POINT GREY RD,Kitsilano,487600.698273,5457599.46192
23517,395842,Theft from Vehicle,2018,11,24,3,36,28XX POINT GREY RD,Kitsilano,487600.698273,5457599.46192
23518,395845,Theft from Vehicle,2018,9,10,17,0,28XX POINT GREY RD,Kitsilano,487637.766117,5457607.6610699985
23519,395854,Theft from Vehicle,2018,4,16,21,0,28XX QUEBEC ST,Mount Pleasant,492492.594446,5456341.517580002
23520,395884,Theft from Vehicle,2018,6,12,23,30,28XX SEMLIN DR,Kensington-Cedar Cottage,495335.834282,5456289.7740199985
23521,395896,Theft from Vehicle,2018,2,7,18,0,28XX SOPHIA ST,Mount Pleasant,492851.68274399993,5456383.43306
23522,395947,Theft from Vehicle,2018,3,1,21,0,28XX SW MARINE DR,Kerrisdale,487688.52147,5452603.5398900015
23523,395960,Theft from Vehicle,2018,11,11,21,30,28XX TRINITY ST,Hastings-Sunrise,496610.917478,5459658.001
23524,395970,Theft from Vehicle,2018,2,5,17,30,28XX TRINITY ST,Hastings-Sunrise,496677.202704,5459667.03228
23525,395978,Theft from Vehicle,2018,11,12,22,0,28XX TRINITY ST,Hastings-Sunrise,496728.745775,5459666.9446
23526,395985,Theft from Vehicle,2018,8,29,1,11,28XX TRIUMPH ST,Hastings-Sunrise,496608.526389,5459010.62084
23527,396003,Theft from Vehicle,2018,5,14,20,0,28XX TRIUMPH ST,Hastings-Sunrise,496662.616011,5459019.489990002
23528,396009,Theft from Vehicle,2018,10,16,17,30,28XX TRIUMPH ST,Hastings-Sunrise,496753.184515,5459019.02943
23529,396023,Theft from Vehicle,2018,1,10,17,0,28XX TURNER ST,Hastings-Sunrise,496716.867889,5458479.21289
23530,396024,Theft from Vehicle,2018,6,7,20,0,28XX TURNER ST,Hastings-Sunrise,496716.867889,5458479.21289
23531,396026,Theft from Vehicle,2018,8,22,16,0,28XX TURNER ST,Hastings-Sunrise,496771.174341,5458488.34688
23532,396036,Theft from Vehicle,2018,10,10,12,0,28XX VENABLES ST,Hastings-Sunrise,496751.68813500006,5458202.139
23533,396045,Theft from Vehicle,2018,5,22,20,20,28XX VICTORIA DR,Kensington-Cedar Cottage,495205.365607,5456261.8029
23534,396099,Theft from Vehicle,2018,6,11,0,0,28XX W 14TH AVE,Kitsilano,487696.993543,5456323.677069998
23535,396119,Theft from Vehicle,2018,5,15,14,0,28XX W 15TH AVE,Kitsilano,487748.294035,5456219.94154
23536,396129,Theft from Vehicle,2018,4,5,15,0,28XX W 16TH AVE,Kitsilano,487738.507985,5456127.40265
23537,396180,Theft from Vehicle,2018,7,12,0,0,28XX W 21ST AVE,Arbutus Ridge,487785.211003,5455670.04155
23538,396185,Theft from Vehicle,2018,11,14,1,0,28XX W 23RD AVE,Arbutus Ridge,487782.98288,5455467.3389800005
23539,396194,Theft from Vehicle,2018,6,2,0,0,28XX W 24TH AVE,Arbutus Ridge,487781.819637,5455365.7303
23540,396209,Theft from Vehicle,2018,1,3,18,0,28XX W 29TH AVE,Arbutus Ridge,487775.08885,5454824.23552
23541,396242,Theft from Vehicle,2018,9,12,20,0,28XX W 33RD AVE,Arbutus Ridge,487678.8535520001,5454411.95562
23542,396260,Theft from Vehicle,2018,2,23,13,0,28XX W 34TH AVE,Arbutus Ridge,487764.945222,5454295.74712
23543,396279,Theft from Vehicle,2018,9,24,16,30,28XX W 37TH AVE,Arbutus Ridge,487687.744998,5453981.30505
23544,396290,Theft from Vehicle,2018,7,3,12,0,28XX W 38TH AVE,Arbutus Ridge,487734.074037,5453873.98164
23545,396295,Theft from Vehicle,2018,5,27,14,0,28XX W 38TH AVE,Arbutus Ridge,487768.200145,5453873.6980800005
23546,396296,Theft from Vehicle,2018,12,5,17,0,28XX W 38TH AVE,Arbutus Ridge,487768.200145,5453873.6980800005
23547,396349,Theft from Vehicle,2018,1,17,21,0,28XX W 42ND AVE,Kerrisdale,487641.878129,5453460.23843
23548,396370,Theft from Vehicle,2018,6,4,7,23,28XX W 44TH AVE,Kerrisdale,487639.257862,5453245.66577
23549,396377,Theft from Vehicle,2018,3,8,22,0,28XX W 47TH AVE,Kerrisdale,487612.487953,5452968.301
23550,396396,Theft from Vehicle,2018,7,23,1,0,28XX W 4TH AVE,Kitsilano,487709.014966,5457310.51905
23551,396402,Theft from Vehicle,2018,11,25,22,0,28XX W 5TH AVE,Kitsilano,487565.269462,5457210.64226
23552,396405,Theft from Vehicle,2018,4,6,0,0,28XX W 5TH AVE,Kitsilano,487600.1724390001,5457200.89681
23553,396422,Theft from Vehicle,2018,8,22,18,0,28XX W 6TH AVE,Kitsilano,487570.732482,5457119.81728
23554,396426,Theft from Vehicle,2018,11,23,18,30,28XX W 6TH AVE,Kitsilano,487714.387454,5457107.14965
23555,396432,Theft from Vehicle,2018,9,3,4,15,28XX W 6TH AVE,Kitsilano,487745.496432,5457106.3872
23556,396450,Theft from Vehicle,2018,11,22,21,0,28XX W 8TH AVE,Kitsilano,487741.680369,5456922.20768
23557,396477,Theft from Vehicle,2018,10,9,0,0,28XX W KING EDWARD AVE,Arbutus Ridge,487651.67365,5455175.12311
23558,396490,Theft from Vehicle,2018,3,27,0,0,28XX WALL ST,Hastings-Sunrise,496726.474736,5459842.78092
23559,396508,Theft from Vehicle,2018,11,29,20,30,28XX WINDSOR ST,Mount Pleasant,493930.103365,5456274.0748
